name,teams,gender,height,race,weight,eyecolor,haircolor,fullname,alteregos,aliases,placeofbirth,firstappearance,creator,occupation,base,relatives,intelligence,strength,speed,durability,power,combat,superPowers
Darth Vader,,Male,198,Cyborg,135,Yellow,No Hair,Anakin Skywalker,"
",Lord Vader,Tatooine,Star Wars: Episode IV - A New Hope (1977),,"Sith Lord, Supreme Commander of the Imperial Fleet",Death Star,"Luke Skywalker (Son), Princess Leia (Daughter)","<div class=""stat-value"">145</div>","<div class=""stat-value"">10,000</div>","<div class=""stat-value"">40</div>","<div class=""stat-value"">35</div>","<div class=""stat-value"">164</div>","<div class=""stat-value"">100</div>","Accelerated Healing,Agility,Astral Projection,Cloaking,Danger Sense,Durability,Electrokinesis,Energy Blasts,Enhanced Hearing,Enhanced Senses,Force Fields,Hypnokinesis,Illusions,Intelligence,Jump,Light Control,Marksmanship,Precognition,Psionic Powers,Reflexes,Stealth,Super Speed,Telekinesis,Telepathy,The Force,Weapons Master"
Impulse (Smallville),,,0,,,,,,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
Incineroar,,,0,,,,,,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
Impulse II,,Female,0,Human,,,,Iris West II,"
",,,,,,,,"<div class=""stat-value"">117</div>","<div class=""stat-value"">100</div>","<div class=""stat-value"">120</div>","<div class=""stat-value"">20</div>","<div class=""stat-value"">110</div>","<div class=""stat-value"">90</div>","Element Control,Speed Force,Super Speed,Teleportation"
Daydream,,,0,,,,,,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
Darwin,,Male,0,Mutant,,,,,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
Impulse,,Male,170,,65,Yellow,Auburn,Bartholomew Allen II,"
","Flash IV, Kid Flash II",,"Flash Vol 2 #92 (July, 1994)",,"Adventurer, Student","San Francisco, formerly Los Angeles, Keystone City, Manchester, Alabama ","Don Allen (father), Meloni Thawne (mother), Barry Allen (grandfather), Iris West-Allen (grandmother), President Thawne (grandfather), Captain Boomerang (Owen Mercer) (half-brother), Allen Family",,,,,,,"Accelerated Healing,Energy Constructs,Enhanced Hearing,Enhanced Memory,Enhanced Senses,Enhanced Smell,Enhanced Touch,Flight,Longevity,Phasing,Stamina,Super Speed"
Impetus,,,0,,,,,,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
Impossible Man,,Male,193,,74,Purple,No Hair,,"
",Impy,,Fantastic Four #11,,"Prankster, Hedonist, Student of Earth's popular culture, Progenitor of the new Poppupian race",Mobile,,"<div class=""stat-value"">145</div>","<div class=""stat-value""><span class=""infinite"">∞</span></div>","<div class=""stat-value"">114</div>","<div class=""stat-value"">100</div>","<div class=""stat-value"">105</div>","<div class=""stat-value"">75</div>","Dimensional Travel,Duplication,Levitation,Molecular Manipulation,Self-Sustenance,Shapeshifting,Super Speed,Super Strength"
Imperfect Cell,,Male,211,Android,,Red,No Hair,,"
","Semi-Perfect Cell, Perfect Cell, Super-Perfect Cell","Planet Earth, Universe 7",Dragon Ball Z: Android Saga,,,,,"<div class=""stat-value"">170</div>","<div class=""stat-value""><span class=""infinite"">∞</span></div>","<div class=""stat-value"">110</div>","<div class=""stat-value"">100</div>","<div class=""stat-value"">90</div>","<div class=""stat-value"">100</div>","Absorption,Adaptation,Agility,Biokinesis,Duplication,Durability,Elasticity,Energy Absorption,Energy Armor,Energy Beams,Energy Blasts,Energy Constructs,Energy Manipulation,Energy Resistance"
Impala,,,0,,,,,,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
Immortal Hulk,,Male,274,,900,Green,Black,Robert Bruce Banner,"
","Annihilator, Captain Universe, Joe Fixit, Mr. Fixit, Mechano, Professor, Jade Jaws, Golly Green Giant, Green Scar, World Breaker, Smartest Hulk has ever been",Dayton Ohio,Immortal Hulk #1,,"Nuclear physicist, Agent of S.H.I.E.L.D.","(Banner) Hulkbuster Base, New Mexico, (Hulk) mobile, but prefers New Mexico","Betty Ross Talbot Banner (wife), Brian Banner (father, apparently deceased), Rebecca Banner (mother, deceased), Morris Walters (uncle), Elaine Banner Walters (aunt, deceased), Jennifer Walters (She-Hulk, cousin), Thaddeus E. 'Thunderbolt' Ross (Father in law)",,,,,,,"Absorption,Accelerated Healing,Adaptation,Agility,Cold Resistance,Dexterity,Dimensional Awareness,Durability,Endurance,Energy Absorption,Energy Manipulation,Energy Resistance,Enhanced Hearing,Enhanced Senses,Enhanced Sight,Fire Resistance,Heat Resistance,Immortality,Intelligence,Invulnerability,Jump,Latent Abilities,Longevity,Mind Control Resistance,Power Augmentation,Radiation Absorption,Radiation Control,Radiation Immunity,Reflexes,Regeneration,Resurrection,Seismic Power,Self-Sustenance,Shapeshifting,Size Changing,Stamina,Sub-Mariner,Super Breath,Super Speed,Super Strength,Telepathy Resistance,Toxin and Disease Resistance,Underwater breathing"
Immortal Man,,,0,,,,,,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
Immortus,,,0,,,,,,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
Illidan Stormrage,,Male,0,,,,,,"
",The Betrayer,,,,,,,"<div class=""stat-value"">170</div>","<div class=""stat-value""><span class=""infinite"">∞</span></div>","<div class=""stat-value"">84</div>","<div class=""stat-value"">85</div>","<div class=""stat-value"">226</div>","<div class=""stat-value"">100</div>","Astral Projection,Darkforce Manipulation,Fire Control,Flight,Immortality,Magic,Portal Creation,Resurrection,Summoning,Super Speed,Super Strength,Vision - Telescopic,Vision - X-Ray,Weapon-based Powers,Weather Control"
Ifrit,,,0,,,,,,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
Imperiex,,Male,201,,444,Red,Black,,"
","Imperiex Prime,The Devourer of Galaxies",,Superman: No Limits! #1 - TPB,,,,,,,,,,,"Accelerated Healing,Agility,Danger Sense,Density Control,Durability,Electrokinesis,Energy Absorption,Energy Armor,Energy Blasts,Energy Constructs,Energy Manipulation,Flight,Force Fields,Immortality,Intelligence,Invulnerability,Levitation,Radar Sense,Reality Warping,Size Changing,Stamina,Stealth,Super Strength,Teleportation,Time Travel"
Ifiyfi,,,0,,,,,,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
In-Betweener,,Male,0,Cosmic Entity,,,,,"
",,,Warlock #9,,,,,"<div class=""stat-value"">145</div>","<div class=""stat-value""><span class=""infinite"">∞</span></div>","<div class=""stat-value"">120</div>","<div class=""stat-value"">100</div>","<div class=""stat-value"">319</div>","<div class=""stat-value"">60</div>","Astral Projection,Astral Travel,Dimensional Awareness,Dimensional Travel,Durability,Energy Beams,Energy Blasts,Energy Manipulation,Flight,Immortality,Intangibility,Invulnerability,Matter Manipulation,Mind Control Resistance,Nigh-Omnipresent,Possession,Precognition,Probability Manipulation,Psionic Powers,Reality Warping,Shapeshifting,Spatial Awareness,Summoning,Super Speed,Super Strength,Telepathy,Telepathy Resistance,Teleportation,Time Manipulation"
Icon,,Male,203,,131,Brown,Black,Augustus Freeman,"
","Augustus Freeman IV,Terminan,Black Superman",Terminus,Icon #1 - By Their Own Bootstraps,,"Lawyer, soldier","Freeman Estate, Prospect Hills, Dakota City, New York City, Paris",,,,,,,,"Accelerated Healing,Agility,Durability,Electrokinesis,Energy Armor,Energy Blasts,Energy Constructs,Energy Manipulation,Enhanced Hearing,Enhanced Memory,Enhanced Senses,Enhanced Sight,Enhanced Smell,Flight,Force Fields,Intelligence,Invulnerability,Longevity,Magnetism,Marksmanship,Power Suit,Reflexes,Stamina,Stealth,Super Speed,Super Strength"
Icicle (CW),,,0,,,,,,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
Fire,,Female,150,,63,Green,Green,"Beatriz ""Bea"" Bonilla Da Costa","
",Green fury,Rio de Janeiro,DC Comics Presents #46,,"Formerly Black Knight, Detective, Model","Mobile · formerly Manhattan, New York City, formerly Rio de Janeiro, Brazil",Ramon da Costa (father),,,,,,,"Element Control,Fire Control,Fire Resistance,Flight,Intangibility"
Ilsa Haupstein,,,0,,,,,,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
Fingolfin,,Male,188,Elf,44,Brown,Black,,"
",Ñolofinwë,,The Silmarillion,,,,,"<div class=""stat-value"">153</div>","<div class=""stat-value"">3,000</div>","<div class=""stat-value"">66</div>","<div class=""stat-value"">59</div>","<div class=""stat-value"">99</div>","<div class=""stat-value"">95</div>","Agility,Bullet Time,Cold Resistance,Durability,Immortality,Intelligence,Jump,Magic,Reflexes,Stamina,Stealth,Super Speed,Super Strength,Weapons Master"
Finn,,Male,173,Human,,,,,"
",,,,,,,,"<div class=""stat-value"">160</div>","<div class=""stat-value"">200</div>","<div class=""stat-value"">13</div>","<div class=""stat-value"">18</div>","<div class=""stat-value"">24</div>","<div class=""stat-value"">83</div>","Intelligence,Marksmanship,Peak Human Condition,Weapon-based Powers,Weapons Master"
Icicle,,,0,,,,,,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
Finesse,,Female,163,Metahuman,50,Blue,Black,Jeanne Foucault,"
",Assassin Chick,,"Avengers Academy #1 (August, 2010)",,"Avenger-In-Training, adventurer, student","Avengers Compound, Los Angeles, Infinite Avengers Mansion",Tony Masters (alleged father),"<div class=""stat-value"">145</div>","<div class=""stat-value"">430</div>","<div class=""stat-value"">48</div>","<div class=""stat-value"">35</div>","<div class=""stat-value"">44</div>","<div class=""stat-value"">100</div>","Agility,Camouflage,Intelligence,Intuitive aptitude,Marksmanship,Photographic Reflexes,Reflexes,Stealth,Weapons Master"
Fin Fang Foom,,Male,975,,,Red,No Hair,,"
",He Whose Limbs Shatter Mountains and Whose Back Scrapes the Sun (translation) ,,,,,"New York, formerly Valley of the Sleeping Dragon in China",Fraktur (cousin),,,,,,,"Accelerated Healing,Durability,Flight,Longevity,Possession,Shapeshifting,Stamina,Substance Secretion,Super Strength,Telepathy"
Ikonn,,,0,,,,,,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
Film Freak,,,0,,,,,,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
Filch,,,0,,,,,,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
Idéfix,,,0,,,,,,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
Finalhazard,,,0,,,,,,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
Joker (Arkham),,Male,183,Human,72,Green,Green,,"
","Red Hood I, Clown Prince of Crime, Harlequin of Hate, Jack Napier, Joe Kerr, Mr. J",,Batman: #1 (Spring 1940),,,,,"<div class=""stat-value"">170</div>","<div class=""stat-value"">200</div>","<div class=""stat-value"">36</div>","<div class=""stat-value"">65</div>","<div class=""stat-value"">57</div>","<div class=""stat-value"">90</div>","Accelerated Healing,Agility,Cold Resistance,Durability,Insanity,Intelligence,Jump,Marksmanship,Peak Human Condition,Reflexes,Stamina,Stealth,Toxin and Disease Resistance,Weapon-based Powers,Weapons Master"
Fighting Spirit,,Female,0,,,,Red,Carol Carter,"
","Yankette, Fighting Yank II",,,,,"SMASH HQ, Antarctica, Earth; New Lancaster", Bruce Carter (father),"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">12</div>","<div class=""stat-value"">0</div>","Flight,Invulnerability,Super Strength"
Filius Flitwick,,,0,,,,,,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
Joker,,Male,196,,86,Green,Green,Jack Napier,"
","Red Hood I, Clown Prince of Crime, Harlequin of Hate, Jack Napier, Joe Kerr, Mr. J",,Batman #1 (Spring 1940),,,"Arkham Asylum, Gotham City; Ha-Hacienda","Jeannie (wife, deceased); Unborn son (deceased); Melvin Reipan (cousin, deceased)",,,,,,,"Durability,Insanity,Intelligence,Marksmanship,Stamina,Stealth,Toxin and Disease Resistance,Weapons Master"
Finn the Human,,,0,,,,,,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
Joker (DCEU),,Male,173,Human,68,Blue,Green,,"
",The King of Gotham City,Unknown,Suicide Squad,,Crime Lord,Gotham City,,"<div class=""stat-value"">153</div>","<div class=""stat-value"">300</div>","<div class=""stat-value"">48</div>","<div class=""stat-value"">50</div>","<div class=""stat-value"">44</div>","<div class=""stat-value"">80</div>","Durability,Insanity,Intelligence,Marksmanship,Peak Human Condition,Toxin and Disease Resistance"
Johnny Ohm,,,0,,,,,,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
Johnny Quick,,Male,180,Metahuman,77,Blue,Blond,"Jonathan P. ""John"" Chambers","
","Johnny, Sheriff Swifty Mason, Speed Johnson","Boston, Massachusetts","More Fun Comics #71 (September, 1941)",,"Businessman, Reporter, Superhero","Philadelphia, Pennsylvania","Liberty Belle (Libby Lawrence) (ex-wife),Liberty Belle (Jesse Chambers) (daughter),Hourman (Rick Tyler) (son-in-law),James Lawrence (father-in-law, deceased)","<div class=""stat-value"">153</div>","<div class=""stat-value"">700</div>","<div class=""stat-value"">120</div>","<div class=""stat-value"">65</div>","<div class=""stat-value"">146</div>","<div class=""stat-value"">85</div>","Accelerated Healing,Agility,Duplication,Durability,Electrokinesis,Endurance,Energy Resistance,Enhanced Hearing,Enhanced Memory,Enhanced Senses,Enhanced Sight,Enhanced Touch,Flight,Heat Resistance,Intelligence,Intuitive aptitude,Marksmanship,Peak Human Condition,Phasing,Reflexes,Speed Force,Super Speed,Time Travel"
Johnny X,,,0,,,,,,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
Johnny Cage,,Male,0,,,,,Johnny Cage,"
",,,Mortal Kombat (1992),,Actor,,"Sonya Blade (Wife), Cassie Cage (Daughter)","<div class=""stat-value"">119</div>","<div class=""stat-value"">100</div>","<div class=""stat-value"">64</div>","<div class=""stat-value"">60</div>","<div class=""stat-value"">73</div>","<div class=""stat-value"">95</div>","Agility,Endurance,Energy Blasts,Peak Human Condition,Projection,Reflexes,Stamina,Super Speed,Super Strength"
John Watson,,Male,180,Human,130,Blue,Grey,Johnathan Hamish Watson,"
","The Doctor, Dear Watson",England,A study in Scarlet,,"Doctor, Army Medic, Detectives Partner","221B Baker street, London",Mary Watson (Wife),"<div class=""stat-value"">145</div>","<div class=""stat-value"">1,000</div>","<div class=""stat-value"">30</div>","<div class=""stat-value"">45</div>","<div class=""stat-value"">38</div>","<div class=""stat-value"">90</div>","Dexterity,Endurance,Intelligence,Intuitive aptitude,Marksmanship,Peak Human Condition,Stamina,Weapons Master"
Johnny English,,,0,,,,,,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
John Sansker,,Male,0,,,,,,"
",,,,,,,,"<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>","<div class=""stat-value"">0</div>",
